0230723805231792010010100004+34767-114617FM-15+0302KEED V0200501N005112200019N0160931N1+01401-00701102731ADDGF100991999999999999999999KA1999M+01561KA2999N+01111MA1102811999999MD1610011+9999REMMET102METAR KEED 312356Z AUTO 05010KT 10SM CLR 14/M07 A3036 RMK AO2 SLP273 T01441067 10156 20111 56001 TSNO;EQDQ01    993SCCGA1Q02    099SCCGD1
0190723805231792010111522567+34766-114620FM-15+0279KEED V0300305N006752200059N0160935N5+02725-00065101205ADDAA101000095GF100991999999999999999999MA1101425098115REMMET09111/15/10 14:56:02 METAR KEED 152256Z 03013KT 10SM CLR 27/M01 A2995 RMK AO2 SLP120 T02721006EQDQ01    099SCCGD1P01    003SCCGA1
0247723805231792010111523567+34766-114620FM-15+0279KEED V0300205N003652200059N0160935N5+02615+00005101205ADDAA101000095GF100991999999999999999999KA1999M+02721KA2999N+02281MA1101425098115MD1690059+9999REMMET10811/15/10 15:56:02 METAR KEED 152356Z 02007KT 10SM CLR 26/00 A2995 RMK AO2 SLP120 T02610000 10272 20228 56005EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010111600567+34766-114620FM-15+0279KEED V0303305N003152200059N0160935N5+02335+00005101275ADDAA101000095GF100991999999999999999999MA1101465098145REMMET09011/15/10 16:56:01 METAR KEED 160056Z 33006KT 10SM CLR 23/00 A2996 RMK AO2 SLP127 T02330000EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010111601567+34766-114620FM-15+0279KEED V0303105N003652200059N0160935N5+02115+00005101325ADDAA101000095GF100991999999999999999999MA1101495098185REMMET09011/15/10 17:56:02 METAR KEED 160156Z 31007KT 10SM CLR 21/00 A2997 RMK AO2 SLP132 T02110000EQDQ01    099SCCGD1P01    003SCCGA1
0210723805231792010111602567+34766-114620FM-15+0279KEED V0303105N003152200059N0160935N5+01945-00065101365ADDAA101000095GF100991999999999999999999MA1101525098215MD1390119+9999REMMET09711/15/10 18:56:01 METAR KEED 160256Z 31006KT 10SM CLR 19/M01 A2998 RMK AO2 SLP136 T01941006 53011EQDQ01    099SCCGD1P01    003SCCGA1
0190723805231792010111603567+34766-114620FM-15+0279KEED V0302805N002652200059N0160935N5+01835-00065101375ADDAA101000095GF100991999999999999999999MA1101525098215REMMET09111/15/10 19:56:02 METAR KEED 160356Z 28005KT 10SM CLR 18/M01 A2998 RMK AO2 SLP137 T01831006EQDQ01    099SCCGD1P01    003SCCGA1
0190723805231792010111604567+34766-114620FM-15+0279KEED V0302505N004152200059N0160935N5+01785-00065101395ADDAA101000095GF100991999999999999999999MA1101565098245REMMET09111/15/10 20:56:01 METAR KEED 160456Z 25008KT 10SM CLR 18/M01 A2999 RMK AO2 SLP139 T01781006EQDQ01    099SCCGD1P01    003SCCGA1
0247723805231792010111605567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+01725+00005101405ADDAA101000095GF100991999999999999999999KA1999M+02611KA2999N+01671MA1101595098285MD1390089+9999REMMET10811/15/10 21:56:02 METAR KEED 160556Z 00000KT 10SM CLR 17/00 A3000 RMK AO2 SLP140 T01720000 10261 20167 53008EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010111606567+34766-114620FM-15+0279KEED V0302305N003652200059N0160935N5+01675+00005101425ADDAA101000095GF100991999999999999999999MA1101635098315REMMET09011/15/10 22:56:02 METAR KEED 160656Z 23007KT 10SM CLR 17/00 A3001 RMK AO2 SLP142 T01670000EQDQ01    099SCCGD1P01    003SCCGA1
0199723805231792010111607567+34766-114620FM-15+0279KEED V0301505N002152200059N0160935N5+01725+00005101425ADDAA101000095GF100991999999999999999999MA1101635098315REMMET10011/15/10 23:56:01 METAR KEED 160756Z 15004KT 10SM CLR 17/00 A3001 RMK AO2 SLP142 T01720000 402720111EQDQ01    099SCCGD1P01    003SCCGA1
0989723805231792010111607596+34766-114620SOD  +0279KEED V030999999999999999999999999999+99999+99999999999ADDAA124000095KA1240M+02725KA2240N+01115KG1024W+0100D4KG2024D+0006D4MF1098214101354MG1098214101194OE11240089403015085OE22240071502015085OE33240025599999995RH1024X047D4RH2024N016D4RH3024M030D4REMSOD75424 HR PRECIPITATION (IN):0.00  24 HR MAX TEMP (F):81 24 HR MAX TEMP TIME (LST):1506 24 HR MIN TEMP (F):52 24 HR MIN TEMP TIME (LST):0605 AVERAGE STATION PRESSURE:29.000 MINIMUM SEA LEVEL PRESSURE:29.88 TIME OF OCCURRENCE:1546 PEAK WIND SPEED (MPH):20  PEAK WIND DIR (DEG):30  PEAK WIND TIME (LST):1508  FASTEST 2MIN SPEED (MPH):16 FASTEST 2MIN DIR (DEG):20  FASTEST 2MIN TIME (LST):1508 AVERAGE WIND SPEED (MPH):5.7  24 HR AVG TEMP (F):67 DEPART FROM NORMAL: +5  HEATING DEGREE DAYS:0   COOLING DEGREE DAYS:2   LATEST DAY MAX TEMP (0700-1900 LST):81  LATEST NIGHT MIN TEMP(1900-0800 LST):52 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00EQDR01     N7GJS072R02     N7GKS075
0215723805231792010111608567+34766-114620FM-15+0279KEED V0301705N002152200059N0160935N5+01505-00065101455ADDAA101000095GF100991999999999999999999MA1101665098345MD1190059+9999REMMET10211/16/10 00:56:02 METAR KEED 160856Z 17004KT 10SM CLR 15/M01 A3002 RMK AO2 SLP145 T01501006 51005 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0190723805231792010111609567+34766-114620FM-15+0279KEED V0302605N002152200059N0160935N5+01285-00065101435ADDAA101000095GF100991999999999999999999MA1101635098315REMMET09111/16/10 01:56:02 METAR KEED 160956Z 26004KT 10SM CLR 13/M01 A3001 RMK AO2 SLP143 T01281006EQDQ01    099SCCGD1P01    003SCCGA1
0194723805231792010111610567+34766-114620FM-15+0279KEED V0302105N002152200059N0160935N5+01225+00005101405ADDAA101000095GF100991999999999999999999MA1101595098285REMMET09511/16/10 02:56:02 METAR KEED 161056Z 21004KT 10SM CLR 12/00 A3000 RMK AO2 SLP140 T01220000 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0253723805231792010111611567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+01225-00065101425ADDAA101000095GF100991999999999999999999KA1999M+01781KA2999N+01171MA1101635098315MD1590039+9999REMMET11411/16/10 03:56:02 METAR KEED 161156Z 00000KT 10SM CLR 12/M01 A3001 RMK AO2 SLP142 T01221006 10178 20117 55003 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0195723805231792010111612567+34766-114620FM-15+0279KEED V0301905N001552200059N0160935N5+01175-00065101385ADDAA101000095GF100991999999999999999999MA1101565098245REMMET09611/16/10 04:56:02 METAR KEED 161256Z 19003KT 10SM CLR 12/M01 A2999 RMK AO2 SLP138 T01171006 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0194723805231792010111613567+34766-114620FM-15+0279KEED V0302205N002652200059N0160935N5+01115+00005101355ADDAA101000095GF100991999999999999999999MA1101495098185REMMET09511/16/10 05:56:02 METAR KEED 161356Z 22005KT 10SM CLR 11/00 A2997 RMK AO2 SLP135 T01110000 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0214723805231792010111614567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+01225+00005101455ADDAA101000095GF100991999999999999999999MA1101595098285MD1590019+9999REMMET10111/16/10 06:56:02 METAR KEED 161456Z 00000KT 10SM CLR 12/00 A3000 RMK AO2 SLP145 T01220000 55001 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0190723805231792010111615567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+01615-00065101475ADDAA101000095GF100991999999999999999999MA1101635098315REMMET09111/16/10 07:56:02 METAR KEED 161556Z 00000KT 10SM CLR 16/M01 A3001 RMK AO2 SLP147 T01611006EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010111616567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+01675+00005101475ADDAA101000095GF100991999999999999999999MA1101635098315REMMET09011/16/10 08:56:02 METAR KEED 161656Z 00000KT 10SM CLR 17/00 A3001 RMK AO2 SLP147 T01670000EQDQ01    099SCCGD1P01    003SCCGA1
0247723805231792010111617567+34766-114620FM-15+0279KEED V0301105N002652200059N0160935N5+01945+00005101445ADDAA101000095GF100991999999999999999999KA1999M+01941KA2999N+01061MA1101635098315MD1090029+9999REMMET10811/16/10 09:56:02 METAR KEED 161756Z 11005KT 10SM CLR 19/00 A3001 RMK AO2 SLP144 T01940000 10194 20106 50002EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010111618567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+02115+00065101365ADDAA101000095GF100991999999999999999999MA1101565098245REMMET09011/16/10 10:56:02 METAR KEED 161856Z 00000KT 10SM CLR 21/01 A2999 RMK AO2 SLP136 T02110006EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010111619567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+02285+00065101175ADDAA101000095GF100991999999999999999999MA1101395098085REMMET09011/16/10 11:56:02 METAR KEED 161956Z 00000KT 10SM CLR 23/01 A2994 RMK AO2 SLP117 T02280006EQDQ01    099SCCGD1P01    003SCCGA1
0209723805231792010111620567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+02565+00065101035ADDAA101000095GF100991999999999999999999MA1101255097955MD1890389+9999REMMET09611/16/10 12:56:02 METAR KEED 162056Z 00000KT 10SM CLR 26/01 A2990 RMK AO2 SLP103 T02560006 58038EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010111621567+34766-114620FM-15+0279KEED V0302005N004652200059N0160935N5+02725+00005100935ADDAA101000095GF100991999999999999999999MA1101155097855REMMET09011/16/10 13:56:02 METAR KEED 162156Z 20009KT 10SM CLR 27/00 A2987 RMK AO2 SLP093 T02720000EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010111622567+34766-114620FM-15+0279KEED V0302005N004152200059N0160935N5+02725+00005100875ADDAA101000095GF100991999999999999999999MA1101085097785REMMET09011/16/10 14:56:02 METAR KEED 162256Z 20008KT 10SM CLR 27/00 A2985 RMK AO2 SLP087 T02720000EQDQ01    099SCCGD1P01    003SCCGA1
0247723805231792010111623567+34766-114620FM-15+0279KEED V0302105N005152200059N0160935N5+02675+00065100865ADDAA101000095GF100991999999999999999999KA1999M+02781KA2999N+01941MA1101085097785MD1690179+9999REMMET10811/16/10 15:56:02 METAR KEED 162356Z 21010KT 10SM CLR 27/01 A2985 RMK AO2 SLP086 T02670006 10278 20194 56017EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010111700567+34766-114620FM-15+0279KEED V0302505N003652200059N0160935N5+02445+00065100875ADDAA101000095GF100991999999999999999999MA1101055097755REMMET09011/16/10 16:56:01 METAR KEED 170056Z 25007KT 10SM CLR 24/01 A2984 RMK AO2 SLP087 T02440006EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010111701567+34766-114620FM-15+0279KEED V0302505N005152200059N0160935N5+02285+00115100915ADDAA101000095GF100991999999999999999999MA1101085097785REMMET09011/16/10 17:56:01 METAR KEED 170156Z 25010KT 10SM CLR 23/01 A2985 RMK AO2 SLP091 T02280011EQDQ01    099SCCGD1P01    003SCCGA1
0209723805231792010111702567+34766-114620FM-15+0279KEED V0302305N003652200059N0160935N5+02225+00115100945ADDAA101000095GF100991999999999999999999MA1101125097815MD1390059+9999REMMET09611/16/10 18:56:01 METAR KEED 170256Z 23007KT 10SM CLR 22/01 A2986 RMK AO2 SLP094 T02220011 53005EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010111703567+34766-114620FM-15+0279KEED V0302705N002152200059N0160935N5+02285+00115100955ADDAA101000095GF100991999999999999999999MA1101155097855REMMET09011/16/10 19:56:01 METAR KEED 170356Z 27004KT 10SM CLR 23/01 A2987 RMK AO2 SLP095 T02280011EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010111704567+34766-114620FM-15+0279KEED V0301705N002152200059N0160935N5+01895+00115101075ADDAA101000095GF100991999999999999999999MA1101255097955REMMET09011/16/10 20:56:01 METAR KEED 170456Z 17004KT 10SM CLR 19/01 A2990 RMK AO2 SLP107 T01890011EQDQ01    099SCCGD1P01    003SCCGA1
0247723805231792010111705567+34766-114620FM-15+0279KEED V0303305N002652200059N0160935N5+01675+00065101135ADDAA101000095GF100991999999999999999999KA1999M+02671KA2999N+01671MA1101325098015MD1390209+9999REMMET10811/16/10 21:56:01 METAR KEED 170556Z 33005KT 10SM CLR 17/01 A2992 RMK AO2 SLP113 T01670006 10267 20167 53020EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010111706567+34766-114620FM-15+0279KEED V0302605N003652200059N0160935N5+01505+00065101155ADDAA101000095GF100991999999999999999999MA1101325098015REMMET09011/16/10 22:56:01 METAR KEED 170656Z 26007KT 10SM CLR 15/01 A2992 RMK AO2 SLP115 T01500006EQDQ01    099SCCGD1P01    003SCCGA1
0199723805231792010111707567+34766-114620FM-15+0279KEED V0303205N003152200059N0160935N5+01505+00065101215ADDAA101000095GF100991999999999999999999MA1101395098085REMMET10011/16/10 23:56:01 METAR KEED 170756Z 32006KT 10SM CLR 15/01 A2994 RMK AO2 SLP121 T01500006 402780106EQDQ01    099SCCGD1P01    003SCCGA1
0989723805231792010111707596+34766-114620SOD  +0279KEED V030999999999999999999999999999+99999+99999999999ADDAA124000095KA1240M+02785KA2240N+01065KG1024W+0094D4KG2024D+0000D4MF1098104101194MG1098094100854OE11240089421019195OE22240062621015535OE33240021999999995RH1024X047D4RH2024N017D4RH3024M031D4REMSOD75424 HR PRECIPITATION (IN):0.00  24 HR MAX TEMP (F):82 24 HR MAX TEMP TIME (LST):1510 24 HR MIN TEMP (F):51 24 HR MIN TEMP TIME (LST):0640 AVERAGE STATION PRESSURE:28.965 MINIMUM SEA LEVEL PRESSURE:29.78 TIME OF OCCURRENCE:1649 PEAK WIND SPEED (MPH):20  PEAK WIND DIR (DEG):210 PEAK WIND TIME (LST):1919  FASTEST 2MIN SPEED (MPH):14 FASTEST 2MIN DIR (DEG):210 FASTEST 2MIN TIME (LST):1553 AVERAGE WIND SPEED (MPH):4.9  24 HR AVG TEMP (F):67 DEPART FROM NORMAL: +5  HEATING DEGREE DAYS:0   COOLING DEGREE DAYS:2   LATEST DAY MAX TEMP (0700-1900 LST):82  LATEST NIGHT MIN TEMP(1900-0800 LST):51 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00EQDR01     N7GJS072R02     N7GKS075
0209723805231792010111708567+34766-114620FM-15+0279KEED V0303605N001552200059N0160935N5+01285+00065101305ADDAA101000095GF100991999999999999999999MA1101495098185MD1390189+9999REMMET09611/17/10 00:56:02 METAR KEED 170856Z 36003KT 10SM CLR 13/01 A2997 RMK AO2 SLP130 T01280006 53018EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010111709567+34766-114620FM-15+0279KEED V0303105N002652200059N0160935N5+01335+00115101415ADDAA101000095GF100991999999999999999999MA1101635098315REMMET09011/17/10 01:56:02 METAR KEED 170956Z 31005KT 10SM CLR 13/01 A3001 RMK AO2 SLP141 T01330011EQDQ01    099SCCGD1P01    003SCCGA1
0189723805231792010111710567+34766-114620FM-15+0279KEED V0302505N003152200059N0160935N5+01285+00065101485ADDAA101000095GF100991999999999999999999MA1101695098375REMMET09011/17/10 02:56:02 METAR KEED 171056Z 25006KT 10SM CLR 13/01 A3003 RMK AO2 SLP148 T01280006EQDQ01    099SCCGD1P01    003SCCGA1
0247723805231792010111711567+34766-114620FM-15+0279KEED V0303205N003152200059N0160935N5+01395+00065101555ADDAA101000095GF100991999999999999999999KA1999M+01781KA2999N+01221MA1101765098445MD1190259+9999REMMET10811/17/10 03:56:02 METAR KEED 171156Z 32006KT 10SM CLR 14/01 A3005 RMK AO2 SLP155 T01390006 10178 20122 51025EQDQ01    099SCCGD1P01    003SCCGA1
0201723805231792010111712567+34766-114620FM-15+0279KEED V0303505N006252200059N0160935N5+01615-00115101625ADDAA101000095GF100991999999999999999999MA1101835098515OC100825REMMET09411/17/10 04:56:02 METAR KEED 171256Z 35012G16KT 10SM CLR 16/M01 A3007 RMK AO2 SLP162 T01611011EQDQ01    099SCCGD1P01    003SCCGA1
0190723805231792010111713567+34766-114620FM-15+0279KEED V0303505N003652200059N0160935N5+01565-00285101705ADDAA101000095GF100991999999999999999999MA1101905098575REMMET09111/17/10 05:56:02 METAR KEED 171356Z 35007KT 10SM CLR 16/M03 A3009 RMK AO2 SLP170 T01561028EQDQ01    099SCCGD1P01    003SCCGA1
0210723805231792010111714567+34766-114620FM-15+0279KEED V0303505N003652200059N0160935N5+01565-00285101795ADDAA101000095GF100991999999999999999999MA1101965098645MD1390229+9999REMMET09711/17/10 06:56:02 METAR KEED 171456Z 35007KT 10SM CLR 16/M03 A3011 RMK AO2 SLP179 T01561028 53022EQDQ01    099SCCGD1P01    003SCCGA1
0190723805231792010111715567+34766-114620FM-15+0279KEED V0300105N003652200059N0160935N5+01785-00335101895ADDAA101000095GF100991999999999999999999MA1102105098775REMMET09111/17/10 07:56:02 METAR KEED 171556Z 01007KT 10SM CLR 18/M03 A3015 RMK AO2 SLP189 T01781033EQDQ01    099SCCGD1P01    003SCCGA1
0190723805231792010111716567+34766-114620FM-15+0279KEED V0303605N004652200059N0160935N5+01945-00395101955ADDAA101000095GF100991999999999999999999MA1102135098805REMMET09111/17/10 08:56:02 METAR KEED 171656Z 36009KT 10SM CLR 19/M04 A3016 RMK AO2 SLP195 T01941039EQDQ01    099SCCGD1P01    003SCCGA1
0248723805231792010111717567+34766-114620FM-15+0279KEED V0300205N006252200059N0160935N5+02115-00395102025ADDAA101000095GF100991999999999999999999KA1999M+02111KA2999N+01391MA1102205098875MD1190229+9999REMMET10911/17/10 09:56:02 METAR KEED 171756Z 02012KT 10SM CLR 21/M04 A3018 RMK AO2 SLP202 T02111039 10211 20139 51022EQDQ01    099SCCGD1P01    003SCCGA1
0201723805231792010111718567+34766-114620FM-15+0279KEED V0300105N006752200059N0160935N5+02225-00505101945ADDAA101000095GF100991999999999999999999MA1102135098805OC100935REMMET09411/17/10 10:56:02 METAR KEED 171856Z 01013G18KT 10SM CLR 22/M05 A3016 RMK AO2 SLP194 T02221050EQDQ01    099SCCGD1P01    003SCCGA1
0190723805231792010111719567+34766-114620FM-15+0279KEED V0300405N006252200059N0160935N5+02395-00445101855ADDAA101000095GF100991999999999999999999MA1102035098705REMMET09111/17/10 11:56:02 METAR KEED 171956Z 04012KT 10SM CLR 24/M04 A3013 RMK AO2 SLP185 T02391044EQDQ01    099SCCGD1P01    003SCCGA1
0210723805231792010111720567+34766-114620FM-15+0279KEED V0300105N005752200059N0160935N5+02395-00445101805ADDAA101000095GF100991999999999999999999MA1102005098675MD1690219+9999REMMET09711/17/10 12:56:02 METAR KEED 172056Z 01011KT 10SM CLR 24/M04 A3012 RMK AO2 SLP180 T02391044 56021EQDQ01    099SCCGD1P01    003SCCGA1
0190723805231792010111721567+34766-114620FM-15+0279KEED V0303605N005152200059N0160935N5+02445-00335101755ADDAA101000095GF100991999999999999999999MA1101935098615REMMET09111/17/10 13:56:02 METAR KEED 172156Z 36010KT 10SM CLR 24/M03 A3010 RMK AO2 SLP175 T02441033EQDQ01    099SCCGD1P01    003SCCGA1
0190723805231792010111722567+34766-114620FM-15+0279KEED V0300305N003652200059N0160935N5+02445-00395101735ADDAA101000095GF100991999999999999999999MA1101935098615REMMET09111/17/10 14:56:02 METAR KEED 172256Z 03007KT 10SM CLR 24/M04 A3010 RMK AO2 SLP173 T02441039EQDQ01    099SCCGD1P01    003SCCGA1
0248723805231792010111723567+34766-114620FM-15+0279KEED V0300105N002652200059N0160935N5+02335-00395101765ADDAA101000095GF100991999999999999999999KA1999M+02501KA2999N+02111MA1101965098645MD1590049+9999REMMET10911/17/10 15:56:02 METAR KEED 172356Z 01005KT 10SM CLR 23/M04 A3011 RMK AO2 SLP176 T02331039 10250 20211 55004EQDQ01    099SCCGD1P01    003SCCGA1
0190723805231792010111800567+34766-114620FM-15+0279KEED V0303105N002652200059N0160935N5+02005-00445101785ADDAA101000095GF100991999999999999999999MA1101965098645REMMET09111/17/10 16:56:01 METAR KEED 180056Z 31005KT 10SM CLR 20/M04 A3011 RMK AO2 SLP178 T02001044EQDQ01    099SCCGD1P01    003SCCGA1
0190723805231792010111801567+34766-114620FM-15+0279KEED V0303005N002152200059N0160935N5+01945-00505101855ADDAA101000095GF100991999999999999999999MA1102035098705REMMET09111/17/10 17:56:01 METAR KEED 180156Z 30004KT 10SM CLR 19/M05 A3013 RMK AO2 SLP185 T01941050EQDQ01    099SCCGD1P01    003SCCGA1
0210723805231792010111802567+34766-114620FM-15+0279KEED V0302705N002652200059N0160935N5+01725-00445101905ADDAA101000095GF100991999999999999999999MA1102075098745MD1390129+9999REMMET09711/17/10 18:56:01 METAR KEED 180256Z 27005KT 10SM CLR 17/M04 A3014 RMK AO2 SLP190 T01721044 53012EQDQ01    099SCCGD1P01    003SCCGA1
0190723805231792010111803567+34766-114620FM-15+0279KEED V0302405N003652200059N0160935N5+01505-00505101935ADDAA101000095GF100991999999999999999999MA1102105098775REMMET09111/17/10 19:56:01 METAR KEED 180356Z 24007KT 10SM CLR 15/M05 A3015 RMK AO2 SLP193 T01501050EQDQ01    099SCCGD1P01    003SCCGA1
0190723805231792010111804567+34766-114620FM-15+0279KEED V0302705N003652200059N0160935N5+01505-00445101955ADDAA101000095GF100991999999999999999999MA1102105098775REMMET09111/17/10 20:56:01 METAR KEED 180456Z 27007KT 10SM CLR 15/M04 A3015 RMK AO2 SLP195 T01501044EQDQ01    099SCCGD1P01    003SCCGA1
0248723805231792010111805567+34766-114620FM-15+0279KEED V0303105N003652200059N0160935N5+01565-00565101935ADDAA101000095GF100991999999999999999999KA1999M+02331KA2999N+01391MA1102105098775MD1190059+9999REMMET10911/17/10 21:56:01 METAR KEED 180556Z 31007KT 10SM CLR 16/M06 A3015 RMK AO2 SLP193 T01561056 10233 20139 51005EQDQ01    099SCCGD1P01    003SCCGA1
0190723805231792010111806567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+01565-00505101965ADDAA101000095GF100991999999999999999999MA1102135098805REMMET09111/17/10 22:56:01 METAR KEED 180656Z 00000KT 10SM CLR 16/M05 A3016 RMK AO2 SLP196 T01561050EQDQ01    099SCCGD1P01    003SCCGA1
0200723805231792010111807567+34766-114620FM-15+0279KEED V0303305N003152200059N0160935N5+01395-00615101955ADDAA101000095GF100991999999999999999999MA1102135098805REMMET10111/17/10 23:56:01 METAR KEED 180756Z 33006KT 10SM CLR 14/M06 A3016 RMK AO2 SLP195 T01391061 402500122EQDQ01    099SCCGD1P01    003SCCGA1
0989723805231792010111807596+34766-114620SOD  +0279KEED V030999999999999999999999999999+99999+99999999999ADDAA124000095KA1240M+02505KA2240N+01225KG1024W+0083D4KG2024D-0033D4MF1098654101794MG1098664101194OE11240107301011255OE22240080502011265OE33240037199999995RH1024X044D4RH2024N015D4RH3024M024D4REMSOD75424 HR PRECIPITATION (IN):0.00  24 HR MAX TEMP (F):77 24 HR MAX TEMP TIME (LST):1446 24 HR MIN TEMP (F):54 24 HR MIN TEMP TIME (LST):0331 AVERAGE STATION PRESSURE:29.135 MINIMUM SEA LEVEL PRESSURE:29.88 TIME OF OCCURRENCE:0000 PEAK WIND SPEED (MPH):24  PEAK WIND DIR (DEG):10  PEAK WIND TIME (LST):1125  FASTEST 2MIN SPEED (MPH):18 FASTEST 2MIN DIR (DEG):20  FASTEST 2MIN TIME (LST):1126 AVERAGE WIND SPEED (MPH):8.3  24 HR AVG TEMP (F):66 DEPART FROM NORMAL: +5  HEATING DEGREE DAYS:0   COOLING DEGREE DAYS:1   LATEST DAY MAX TEMP (0700-1900 LST):77  LATEST NIGHT MIN TEMP(1900-0800 LST):54 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00EQDR01     N7GJS072R02     N7GKS075
0210723805231792010111808567+34766-114620FM-15+0279KEED V0302605N003152200059N0160935N5+01225-00565101925ADDAA101000095GF100991999999999999999999MA1102105098775MD1890019+9999REMMET09711/18/10 00:56:02 METAR KEED 180856Z 26006KT 10SM CLR 12/M06 A3015 RMK AO2 SLP192 T01221056 58001EQDQ01    099SCCGD1P01    003SCCGA1
0190723805231792010111809567+34766-114620FM-15+0279KEED V0302805N001552200059N0160935N5+01175-00565101935ADDAA101000095GF100991999999999999999999MA1102105098775REMMET09111/18/10 01:56:02 METAR KEED 180956Z 28003KT 10SM CLR 12/M06 A3015 RMK AO2 SLP193 T01171056EQDQ01    099SCCGD1P01    003SCCGA1
0190723805231792010111810567+34766-114620FM-15+0279KEED V0302505N002152200059N0160935N5+01005-00565101925ADDAA101000095GF100991999999999999999999MA1102075098745REMMET09111/18/10 02:56:02 METAR KEED 181056Z 25004KT 10SM CLR 10/M06 A3014 RMK AO2 SLP192 T01001056EQDQ01    099SCCGD1P01    003SCCGA1
0248723805231792010111811567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+01005-00565101915ADDAA101000095GF100991999999999999999999KA1999M+01611KA2999N+01001MA1102075098745MD1890039+9999REMMET10911/18/10 03:56:02 METAR KEED 181156Z 00000KT 10SM CLR 10/M06 A3014 RMK AO2 SLP191 T01001056 10161 20100 58003EQDQ01    099SCCGD1P01    003SCCGA1
0190723805231792010111812567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+00895-00565101955ADDAA101000095GF100991999999999999999999MA1102075098745REMMET09111/18/10 04:56:02 METAR KEED 181256Z 00000KT 10SM CLR 09/M06 A3014 RMK AO2 SLP195 T00891056EQDQ01    099SCCGD1P01    003SCCGA1
0190723805231792010111813567+34766-114620FM-15+0279KEED V0302605N002152200059N0160935N5+00835-00505102005ADDAA101000095GF100991999999999999999999MA1102135098805REMMET09111/18/10 05:56:02 METAR KEED 181356Z 26004KT 10SM CLR 08/M05 A3016 RMK AO2 SLP200 T00831050EQDQ01    099SCCGD1P01    003SCCGA1
0210723805231792010111814567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+00945-00445102045ADDAA101000095GF100991999999999999999999MA1102175098845MD1390099+9999REMMET09711/18/10 06:56:02 METAR KEED 181456Z 00000KT 10SM CLR 09/M04 A3017 RMK AO2 SLP204 T00941044 53009EQDQ01    099SCCGD1P01    003SCCGA1
0190723805231792010111815567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+01285-00445102075ADDAA101000095GF100991999999999999999999MA1102205098875REMMET09111/18/10 07:56:02 METAR KEED 181556Z 00000KT 10SM CLR 13/M04 A3018 RMK AO2 SLP207 T01281044EQDQ01    099SCCGD1P01    003SCCGA1
0190723805231792010111816567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+01565-00445102055ADDAA101000095GF100991999999999999999999MA1102205098875REMMET09111/18/10 08:56:02 METAR KEED 181656Z 00000KT 10SM CLR 16/M04 A3018 RMK AO2 SLP205 T01561044EQDQ01    099SCCGD1P01    003SCCGA1
